Paris;5;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Non fumeur, Pas d animaux;Blanchissage, Parking, Wifi;Transfert possible;Pension compl�te;2022-11-01;2022-11-19
Draguignan;2;Cabane dans un arbre;Jardinage;Non fumeur;Wifi, Blanchissage, Balade � cheval;Transfert possible;Petit d�jeuner;2022-11-07;2022-11-08
Strasbourg;6;Tente;Jardinage;Pas d animaux, Non fumeur;Wifi;Transfert possible;Demi-pension;2022-07-22;2022-07-23
Marseille;2;Chambre;Donner des cours d anglais;;Wifi;Pas de transfert;Pension compl�te;2022-09-01;2022-09-19
Berlin;3;Tente;Donner des cours d anglais, Bricolage;;Blanchissage, Parking;Pas de transfert;Pension compl�te;2022-12-27;2022-12-28
Draguignan;5;Chambre;Babysitting;Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-09-30;2022-10-31
Marseille;4;Chambre;Donner des cours d anglais, Bricolage;Non fumeur;Parking, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-05-16;2022-05-17
Berlin;3;Cabane dans un arbre;Babysitting;Non fumeur;Wifi, Parking;Transfert possible;Petit d�jeuner;2022-02-28;2022-02-28
Strasbourg;3;Cabane dans un arbre;Jardinage, Donner des cours d anglais;Non fumeur, Pas d animaux;Wifi, Balade � cheval, Blanchissage;Transfert possible;Pension compl�te;2022-05-30;2022-05-31
Seville;2;Cabane dans un arbre;Bricolage;Non fumeur, Pas d animaux;Wifi, Balade � cheval, Parking;Transfert possible;Petit d�jeuner;2022-04-16;2022-04-29
Strasbourg;3;Cabane dans un arbre;Babysitting;Non fumeur;Parking;Pas de transfert;Demi-pension;2022-01-07;2022-01-08
Paris;5;Cabane dans un arbre;Jardinage, Babysitting;;Parking, Piscine, Blanchissage;Pas de transfert;Demi-pension;2022-11-07;2022-11-24
Chartres;6;Cabane dans un arbre;Babysitting;Pas d animaux, Non fumeur;Wifi;Transfert possible;Pension compl�te;2022-07-28;2022-07-29
Berlin;6;Tente;Promener les chiens, Jardinage;Pas d animaux, Non fumeur;Blanchissage, Piscine, Wifi;Transfert possible;Petit d�jeuner;2022-07-16;2022-07-17
Toulouse;6;Cabane dans un arbre;Bricolage, Donner des cours d anglais;Pas d animaux;Parking;Pas de transfert;Demi-pension;2022-04-12;2022-04-20
Draguignan;3;Chambre;Promener les chiens;Non fumeur;Piscine, Wifi;Pas de transfert;Petit d�jeuner;2022-07-30;2022-07-31
Marseille;6;Chambre;Jardinage;Non fumeur, Pas d animaux;Blanchissage, Balade � cheval, Parking;Transfert possible;Petit d�jeuner;2022-09-16;2022-09-17
Draguignan;3;Chambre;Donner des cours d anglais;Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-05-15;2022-05-16
Draguignan;4;Cabane dans un arbre;Jardinage, Donner des cours d anglais;;Wifi, Piscine, Parking;Pas de transfert;Demi-pension;2022-05-22;2022-05-23
Draguignan;6;Tente;Bricolage, Babysitting;;Balade � cheval, Wifi, Parking;Pas de transfert;Demi-pension;2022-04-15;2022-04-16
Marseille;3;Cabane dans un arbre;Babysitting, Bricolage;;Wifi, Balade � cheval;Transfert possible;Petit d�jeuner;2022-01-30;2022-01-31
Moscou;6;Tente;Promener les chiens;;Balade � cheval, Wifi;Pas de transfert;Demi-pension;2022-10-11;2022-10-12
Marseille;3;Tente;Promener les chiens;;Blanchissage, Balade � cheval;Transfert possible;Petit d�jeuner;2022-06-06;2022-06-21
Marseille;2;Chambre;Jardinage;Pas d animaux;Balade � cheval, Piscine;Pas de transfert;Pension compl�te;2022-06-08;2022-06-14
Strasbourg;6;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux;Parking, Wifi;Pas de transfert;Demi-pension;2022-11-11;2022-11-16
Avignon;2;Tente;Jardinage, Promener les chiens;;Balade � cheval, Piscine, Blanchissage;Pas de transfert;Pension compl�te;2022-03-22;2022-03-23
Marseille;5;Cabane dans un arbre;Jardinage;;Piscine, Blanchissage;Transfert possible;Demi-pension;2022-07-24;2022-07-25
Moscou;4;Cabane dans un arbre;Donner des cours d anglais, Bricolage;Non fumeur, Pas d animaux;Blanchissage, Wifi, Piscine;Pas de transfert;Pension compl�te;2022-07-07;2022-07-18
Avignon;2;Tente;Babysitting;;Blanchissage;Transfert possible;Demi-pension;2022-07-08;2022-07-14
Toulouse;6;Cabane dans un arbre;Promener les chiens;Pas d animaux, Non fumeur;Parking, Piscine;Transfert possible;Demi-pension;2022-09-14;2022-09-20
Avignon;2;Tente;Jardinage;Pas d animaux;Balade � cheval;Transfert possible;Petit d�jeuner;2022-12-19;2022-12-21
Marseille;2;Tente;Promener les chiens, Jardinage;;Parking, Balade � cheval, Wifi;Transfert possible;Demi-pension;2022-10-14;2022-10-23
Toulouse;2;Chambre;Promener les chiens, Jardinage;Non fumeur;Piscine, Balade � cheval;Pas de transfert;Demi-pension;2022-02-23;2022-02-28
Berlin;4;Tente;Promener les chiens;Pas d animaux;Parking, Piscine, Wifi;Pas de transfert;Demi-pension;2022-10-08;2022-10-09
Draguignan;6;Cabane dans un arbre;Promener les chiens, Donner des cours d anglais;Pas d animaux, Non fumeur;Wifi;Transfert possible;Demi-pension;2022-03-16;2022-03-17
Seville;3;Chambre;Donner des cours d anglais;Pas d animaux;Wifi, Balade � cheval;Pas de transfert;Pension compl�te;2022-01-08;2022-01-24
Toulouse;6;Tente;Donner des cours d anglais, Babysitting;;Balade � cheval, Piscine;Transfert possible;Demi-pension;2022-06-26;2022-06-28
Toulouse;2;Tente;Babysitting;Non fumeur;Piscine;Pas de transfert;Demi-pension;2022-09-14;2022-09-22
Toulouse;2;Chambre;Babysitting, Jardinage;;Parking, Piscine;Transfert possible;Petit d�jeuner;2022-06-07;2022-06-16
Avignon;3;Tente;Donner des cours d anglais;;Balade � cheval, Blanchissage;Transfert possible;Pension compl�te;2022-06-09;2022-06-30
Moscou;5;Chambre;Babysitting, Jardinage;;Piscine;Pas de transfert;Petit d�jeuner;2022-07-10;2022-07-18
Avignon;2;Tente;Donner des cours d anglais, Babysitting;Pas d animaux, Non fumeur;Wifi;Pas de transfert;Demi-pension;2022-12-01;2022-12-29
Moscou;4;Chambre;Donner des cours d anglais, Bricolage;;Balade � cheval;Transfert possible;Petit d�jeuner;2022-12-27;2022-12-28
Avignon;5;Tente;Donner des cours d anglais, Bricolage;Pas d animaux, Non fumeur;Parking;Transfert possible;Demi-pension;2022-10-25;2022-10-26
Moscou;4;Tente;Promener les chiens;Non fumeur;Wifi;Pas de transfert;Pension compl�te;2022-12-09;2022-12-10
Draguignan;2;Cabane dans un arbre;Jardinage, Promener les chiens;;Parking, Piscine, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-07-23;2022-07-24
Avignon;5;Chambre;Babysitting;Pas d animaux;Balade � cheval;Pas de transfert;Petit d�jeuner;2022-10-22;2022-10-23
Chartres;3;Tente;Bricolage, Promener les chiens;;Piscine;Pas de transfert;Pension compl�te;2022-10-28;2022-10-29
Moscou;2;Tente;Promener les chiens;;Piscine, Blanchissage, Balade � cheval;Transfert possible;Demi-pension;2022-05-26;2022-05-28
Seville;5;Cabane dans un arbre;Jardinage;Non fumeur;Balade � cheval, Piscine;Pas de transfert;Demi-pension;2022-07-27;2022-07-29
Paris;4;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Non fumeur, Pas d animaux;Wifi;Pas de transfert;Pension compl�te;2022-09-08;2022-09-13
Moscou;3;Chambre;Jardinage;;Wifi;Transfert possible;Petit d�jeuner;2022-12-03;2022-12-14
Paris;5;Tente;Bricolage;Non fumeur, Pas d animaux;Blanchissage;Pas de transfert;Demi-pension;2022-01-02;2022-01-08
Chartres;6;Cabane dans un arbre;Promener les chiens;Non fumeur;Piscine, Blanchissage;Transfert possible;Petit d�jeuner;2022-10-02;2022-10-08
Avignon;5;Tente;Jardinage;;Parking, Wifi;Pas de transfert;Pension compl�te;2022-02-14;2022-02-15
Draguignan;4;Cabane dans un arbre;Promener les chiens, Donner des cours d anglais;;Blanchissage, Parking;Transfert possible;Petit d�jeuner;2022-01-29;2022-01-30
Chartres;6;Tente;Babysitting, Jardinage;;Wifi;Transfert possible;Pension compl�te;2022-09-12;2022-09-17
Toulouse;6;Cabane dans un arbre;Bricolage;;Parking, Blanchissage, Wifi;Pas de transfert;Pension compl�te;2022-04-16;2022-04-25
Strasbourg;5;Chambre;Promener les chiens;;Balade � cheval, Wifi, Blanchissage;Transfert possible;Petit d�jeuner;2022-11-30;2022-12-31
Chartres;6;Chambre;Bricolage;Non fumeur, Pas d animaux;Balade � cheval, Blanchissage;Transfert possible;Petit d�jeuner;2022-09-24;2022-09-29
Toulouse;6;Chambre;Babysitting;Non fumeur;Parking, Balade � cheval;Transfert possible;Petit d�jeuner;2022-02-15;2022-02-16
Toulouse;4;Chambre;Jardinage, Promener les chiens;Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-09-27;2022-09-28
Avignon;5;Tente;Donner des cours d anglais;Pas d animaux;Wifi;Transfert possible;Petit d�jeuner;2022-05-17;2022-05-18
Seville;4;Tente;Donner des cours d anglais, Babysitting;Pas d animaux;Parking, Wifi, Blanchissage;Pas de transfert;Petit d�jeuner;2022-07-23;2022-07-24
Paris;5;Tente;Donner des cours d anglais;;Piscine;Pas de transfert;Demi-pension;2022-03-24;2022-03-25
Avignon;6;Cabane dans un arbre;Promener les chiens, Babysitting;Non fumeur;Piscine, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-08-14;2022-08-15
Moscou;3;Cabane dans un arbre;Jardinage;Pas d animaux;Balade � cheval, Piscine;Pas de transfert;Demi-pension;2022-11-28;2022-11-29
Berlin;3;Chambre;Bricolage, Babysitting;Pas d animaux, Non fumeur;Piscine, Parking, Balade � cheval;Transfert possible;Petit d�jeuner;2022-08-04;2022-08-23
Marseille;5;Cabane dans un arbre;Bricolage, Promener les chiens;Pas d animaux;Wifi, Balade � cheval, Parking;Transfert possible;Pension compl�te;2022-05-15;2022-05-16
Marseille;2;Tente;Jardinage;Non fumeur;Balade � cheval, Parking, Piscine;Transfert possible;Petit d�jeuner;2022-06-06;2022-06-26
Paris;6;Chambre;Jardinage;Pas d animaux, Non fumeur;Wifi;Pas de transfert;Petit d�jeuner;2022-08-07;2022-08-08
Strasbourg;2;Cabane dans un arbre;Donner des cours d anglais, Jardinage;Non fumeur;Balade � cheval, Blanchissage;Transfert possible;Demi-pension;2022-06-22;2022-06-23
Avignon;4;Cabane dans un arbre;Promener les chiens, Babysitting;Pas d animaux;Balade � cheval, Parking;Transfert possible;Petit d�jeuner;2022-10-22;2022-10-25
Strasbourg;5;Tente;Jardinage;Non fumeur;Wifi, Parking, Balade � cheval;Transfert possible;Demi-pension;2022-06-23;2022-06-24
Draguignan;6;Cabane dans un arbre;Promener les chiens, Donner des cours d anglais;;Piscine, Parking, Blanchissage;Pas de transfert;Pension compl�te;2022-10-15;2022-10-16
Chartres;4;Cabane dans un arbre;Babysitting, Bricolage;Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-01-28;2022-01-29
Marseille;2;Chambre;Babysitting, Bricolage;Pas d animaux, Non fumeur;Blanchissage;Transfert possible;Demi-pension;2022-04-09;2022-04-23
Strasbourg;2;Chambre;Bricolage;Non fumeur;Parking;Transfert possible;Pension compl�te;2022-11-08;2022-11-30
Avignon;5;Tente;Promener les chiens, Bricolage;Pas d animaux;Parking, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-09-08;2022-09-09
Seville;3;Chambre;Babysitting;Non fumeur, Pas d animaux;Parking, Piscine, Wifi;Transfert possible;Demi-pension;2022-02-10;2022-02-28
Marseille;2;Cabane dans un arbre;Babysitting, Donner des cours d anglais;Pas d animaux;Blanchissage, Parking, Balade � cheval;Transfert possible;Petit d�jeuner;2022-08-11;2022-08-30
Marseille;6;Tente;Babysitting;;Piscine, Balade � cheval, Blanchissage;Pas de transfert;Petit d�jeuner;2022-07-31;2022-07-31
Chartres;4;Chambre;Jardinage;Pas d animaux, Non fumeur;Piscine;Pas de transfert;Demi-pension;2022-01-26;2022-01-27
Toulouse;3;Cabane dans un arbre;Babysitting, Promener les chiens;Pas d animaux;Balade � cheval;Pas de transfert;Pension compl�te;2022-08-16;2022-08-17
Marseille;4;Tente;Bricolage;Pas d animaux;Parking, Wifi;Pas de transfert;Demi-pension;2022-07-25;2022-07-26
Paris;3;Cabane dans un arbre;Donner des cours d anglais, Babysitting;;Wifi;Pas de transfert;Demi-pension;2022-03-23;2022-03-24
Toulouse;5;Tente;Babysitting;;Piscine, Balade � cheval;Transfert possible;Petit d�jeuner;2022-08-06;2022-08-20
Toulouse;6;Cabane dans un arbre;Babysitting, Bricolage;Non fumeur, Pas d animaux;Wifi;Pas de transfert;Demi-pension;2022-12-06;2022-12-28
Berlin;3;Chambre;Promener les chiens, Bricolage;;Piscine, Parking;Transfert possible;Petit d�jeuner;2022-09-29;2022-09-30
Marseille;4;Chambre;Promener les chiens;Pas d animaux;Piscine, Wifi, Balade � cheval;Transfert possible;Demi-pension;2022-06-14;2022-06-15
Chartres;3;Tente;Babysitting;Non fumeur;Piscine, Blanchissage;Pas de transfert;Petit d�jeuner;2022-03-31;2022-03-31
Chartres;3;Chambre;Jardinage;Non fumeur, Pas d animaux;Blanchissage;Transfert possible;Pension compl�te;2022-12-24;2022-12-25
Berlin;3;Chambre;Donner des cours d anglais;Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-06-16;2022-06-17
Draguignan;6;Tente;Babysitting, Donner des cours d anglais;Pas d animaux;Balade � cheval, Blanchissage;Pas de transfert;Pension compl�te;2022-08-11;2022-08-25
Avignon;4;Chambre;Jardinage;Pas d animaux, Non fumeur;Balade � cheval, Piscine;Pas de transfert;Demi-pension;2022-08-13;2022-08-14
Strasbourg;5;Chambre;Donner des cours d anglais;Non fumeur;Balade � cheval, Wifi;Pas de transfert;Petit d�jeuner;2022-01-03;2022-01-30
Strasbourg;4;Tente;Bricolage;Non fumeur, Pas d animaux;Blanchissage, Wifi, Balade � cheval;Transfert possible;Demi-pension;2022-10-06;2022-10-14
Seville;6;Chambre;Babysitting, Donner des cours d anglais;Non fumeur, Pas d animaux;Piscine;Transfert possible;Pension compl�te;2022-07-31;2022-07-31
Berlin;4;Chambre;Babysitting;Non fumeur, Pas d animaux;Parking;Pas de transfert;Pension compl�te;2022-09-03;2022-09-20
Chartres;4;Chambre;Bricolage;Pas d animaux;Balade � cheval, Parking, Piscine;Transfert possible;Demi-pension;2022-03-23;2022-03-28
Draguignan;6;Cabane dans un arbre;Bricolage;Non fumeur;Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-06-06;2022-06-14
Draguignan;6;Cabane dans un arbre;Jardinage;Pas d animaux;Parking;Pas de transfert;Pension compl�te;2022-12-25;2022-12-31
Paris;3;Tente;Promener les chiens, Babysitting;Pas d animaux, Non fumeur;Blanchissage, Parking, Balade � cheval;Pas de transfert;Demi-pension;2022-12-27;2022-12-29
Chartres;2;Cabane dans un arbre;Bricolage;Pas d animaux;Blanchissage, Wifi, Piscine;Pas de transfert;Pension compl�te;2022-07-02;2022-07-10
Draguignan;4;Cabane dans un arbre;Promener les chiens, Bricolage;Pas d animaux;Piscine, Parking, Balade � cheval;Transfert possible;Demi-pension;2022-11-18;2022-11-19
Moscou;6;Cabane dans un arbre;Babysitting, Bricolage;Non fumeur;Wifi, Balade � cheval, Piscine;Transfert possible;Demi-pension;2022-10-29;2022-10-30
Paris;6;Tente;Babysitting, Jardinage;Non fumeur;Piscine;Transfert possible;Pension compl�te;2022-11-07;2022-11-08
Paris;5;Tente;Bricolage, Donner des cours d anglais;Non fumeur;Wifi, Piscine, Balade � cheval;Transfert possible;Petit d�jeuner;2022-11-10;2022-11-11
Seville;6;Chambre;Jardinage;Pas d animaux;Balade � cheval;Pas de transfert;Pension compl�te;2022-01-08;2022-01-09
Strasbourg;6;Tente;Bricolage;Non fumeur, Pas d animaux;Balade � cheval;Pas de transfert;Pension compl�te;2022-09-11;2022-09-12
Avignon;3;Tente;Jardinage, Promener les chiens;Non fumeur, Pas d animaux;Blanchissage, Piscine, Parking;Pas de transfert;Pension compl�te;2022-09-25;2022-09-26
Strasbourg;2;Chambre;Donner des cours d anglais, Promener les chiens;Non fumeur;Piscine, Parking, Blanchissage;Transfert possible;Petit d�jeuner;2022-11-28;2022-11-29
Berlin;5;Chambre;Bricolage, Promener les chiens;Non fumeur;Blanchissage, Parking, Piscine;Pas de transfert;Pension compl�te;2022-04-04;2022-04-05
Strasbourg;3;Tente;Jardinage, Bricolage;;Balade � cheval;Pas de transfert;Pension compl�te;2022-08-05;2022-08-10
Draguignan;5;Tente;Bricolage, Donner des cours d anglais;;Wifi, Piscine;Transfert possible;Demi-pension;2022-01-27;2022-01-28
Chartres;6;Tente;Bricolage, Donner des cours d anglais;;Parking, Blanchissage, Piscine;Transfert possible;Demi-pension;2022-10-25;2022-10-26
Toulouse;5;Tente;Jardinage, Babysitting;;Piscine, Wifi, Blanchissage;Transfert possible;Petit d�jeuner;2022-08-26;2022-08-27
Toulouse;2;Tente;Babysitting, Bricolage;Pas d animaux;Parking;Pas de transfert;Demi-pension;2022-04-12;2022-04-13
Seville;3;Cabane dans un arbre;Bricolage;Pas d animaux, Non fumeur;Wifi, Piscine, Parking;Pas de transfert;Pension compl�te;2022-08-03;2022-08-25
Paris;5;Tente;Babysitting, Bricolage;;Wifi;Pas de transfert;Petit d�jeuner;2022-04-17;2022-04-18
Draguignan;6;Chambre;Jardinage, Donner des cours d anglais;Pas d animaux;Piscine;Pas de transfert;Petit d�jeuner;2022-05-30;2022-05-31
Berlin;5;Tente;Promener les chiens;;Piscine, Wifi;Transfert possible;Demi-pension;2022-02-12;2022-02-20
Berlin;4;Chambre;Babysitting;Pas d animaux;Balade � cheval, Blanchissage;Transfert possible;Pension compl�te;2022-11-24;2022-11-25
Chartres;3;Cabane dans un arbre;Donner des cours d anglais, Bricolage;Pas d animaux, Non fumeur;Balade � cheval, Parking;Pas de transfert;Demi-pension;2022-10-04;2022-10-05
Draguignan;2;Chambre;Babysitting;;Wifi;Pas de transfert;Demi-pension;2022-09-25;2022-09-26
Marseille;5;Chambre;Babysitting, Jardinage;Non fumeur, Pas d animaux;Piscine;Pas de transfert;Demi-pension;2022-11-30;2022-11-30
Moscou;5;Chambre;Jardinage, Promener les chiens;;Wifi, Blanchissage;Pas de transfert;Demi-pension;2022-06-01;2022-06-30
Strasbourg;2;Tente;Jardinage, Promener les chiens;Non fumeur, Pas d animaux;Wifi, Piscine;Pas de transfert;Petit d�jeuner;2022-10-31;2022-10-31
Paris;5;Tente;Bricolage;Non fumeur;Wifi, Blanchissage;Transfert possible;Petit d�jeuner;2022-10-09;2022-10-10
Marseille;5;Cabane dans un arbre;Promener les chiens;Pas d animaux, Non fumeur;Balade � cheval, Piscine;Pas de transfert;Pension compl�te;2022-04-02;2022-04-03
Moscou;3;Chambre;Promener les chiens, Babysitting;Pas d animaux;Parking, Wifi, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-08-10;2022-08-16
Toulouse;5;Chambre;Promener les chiens, Jardinage;Pas d animaux;Parking;Pas de transfert;Petit d�jeuner;2022-04-13;2022-04-16
Avignon;3;Chambre;Babysitting;Non fumeur;Wifi, Piscine;Transfert possible;Demi-pension;2022-09-11;2022-09-23
Seville;3;Chambre;Promener les chiens, Jardinage;;Wifi;Transfert possible;Demi-pension;2022-03-31;2022-03-31
Seville;3;Chambre;Promener les chiens;Non fumeur;Wifi, Piscine, Blanchissage;Pas de transfert;Pension compl�te;2022-10-04;2022-10-05
Toulouse;6;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval, Piscine;Transfert possible;Pension compl�te;2022-05-02;2022-05-31
Draguignan;3;Cabane dans un arbre;Bricolage;Non fumeur;Piscine, Parking;Transfert possible;Pension compl�te;2022-12-13;2022-12-14
Paris;3;Tente;Babysitting;Non fumeur;Blanchissage, Parking, Piscine;Pas de transfert;Pension compl�te;2022-08-02;2022-08-03
Chartres;4;Tente;Promener les chiens, Jardinage;Pas d animaux, Non fumeur;Wifi;Transfert possible;Pension compl�te;2022-09-26;2022-09-27
Toulouse;2;Cabane dans un arbre;Promener les chiens, Donner des cours d anglais;;Piscine, Blanchissage;Pas de transfert;Petit d�jeuner;2022-05-19;2022-05-28
Paris;2;Tente;Promener les chiens;;Blanchissage;Transfert possible;Demi-pension;2022-02-28;2022-02-28
Avignon;5;Chambre;Donner des cours d anglais, Jardinage;Pas d animaux, Non fumeur;Piscine, Blanchissage;Transfert possible;Pension compl�te;2022-11-04;2022-11-24
Chartres;4;Chambre;Promener les chiens, Donner des cours d anglais;Pas d animaux, Non fumeur;Balade � cheval;Transfert possible;Pension compl�te;2022-05-25;2022-05-26
Strasbourg;4;Cabane dans un arbre;Jardinage, Donner des cours d anglais;;Balade � cheval;Transfert possible;Petit d�jeuner;2022-02-05;2022-02-28
Seville;2;Cabane dans un arbre;Bricolage;Pas d animaux;Wifi, Blanchissage;Transfert possible;Petit d�jeuner;2022-10-05;2022-10-16
Avignon;6;Tente;Promener les chiens, Jardinage;Non fumeur;Balade � cheval, Blanchissage, Wifi;Transfert possible;Pension compl�te;2022-04-03;2022-04-24
Seville;4;Chambre;Bricolage;Pas d animaux, Non fumeur;Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-03-10;2022-03-26
Draguignan;6;Chambre;Donner des cours d anglais, Bricolage;;Piscine, Balade � cheval, Blanchissage;Transfert possible;Petit d�jeuner;2022-02-25;2022-02-26
Draguignan;4;Tente;Jardinage;Non fumeur, Pas d animaux;Balade � cheval, Piscine;Pas de transfert;Pension compl�te;2022-05-01;2022-05-09
Paris;5;Chambre;Jardinage, Donner des cours d anglais;;Wifi;Transfert possible;Petit d�jeuner;2022-06-21;2022-06-22
Berlin;3;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux;Parking, Balade � cheval;Transfert possible;Pension compl�te;2022-08-06;2022-08-07
Chartres;2;Cabane dans un arbre;Promener les chiens;;Blanchissage;Transfert possible;Pension compl�te;2022-10-28;2022-10-29
Paris;5;Chambre;Babysitting;;Parking, Balade � cheval, Piscine;Transfert possible;Pension compl�te;2022-11-05;2022-11-10
Marseille;4;Chambre;Bricolage;;Blanchissage, Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-09-02;2022-09-27
Strasbourg;5;Chambre;Bricolage;;Blanchissage;Transfert possible;Pension compl�te;2022-09-27;2022-09-28
Berlin;6;Chambre;Promener les chiens, Babysitting;;Blanchissage;Pas de transfert;Pension compl�te;2022-12-16;2022-12-17
Chartres;4;Cabane dans un arbre;Babysitting;Pas d animaux;Piscine;Pas de transfert;Pension compl�te;2022-06-13;2022-06-27
Moscou;6;Tente;Promener les chiens;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Petit d�jeuner;2022-05-29;2022-05-30
Moscou;2;Tente;Babysitting;Non fumeur;Blanchissage, Wifi, Piscine;Transfert possible;Pension compl�te;2022-07-01;2022-07-08
Moscou;3;Cabane dans un arbre;Babysitting;Pas d animaux;Blanchissage;Transfert possible;Demi-pension;2022-10-24;2022-10-25
Seville;6;Cabane dans un arbre;Bricolage, Donner des cours d anglais;Pas d animaux;Blanchissage, Balade � cheval;Transfert possible;Petit d�jeuner;2022-06-06;2022-06-28
Marseille;6;Chambre;Bricolage, Babysitting;;Blanchissage, Balade � cheval, Piscine;Pas de transfert;Pension compl�te;2022-09-04;2022-09-15
Chartres;3;Cabane dans un arbre;Babysitting;Pas d animaux;Blanchissage, Parking, Piscine;Transfert possible;Demi-pension;2022-06-15;2022-06-16
Berlin;5;Cabane dans un arbre;Donner des cours d anglais;Non fumeur, Pas d animaux;Parking, Blanchissage, Piscine;Pas de transfert;Pension compl�te;2022-05-16;2022-05-17
Marseille;3;Cabane dans un arbre;Promener les chiens;;Balade � cheval, Piscine, Parking;Pas de transfert;Petit d�jeuner;2022-04-08;2022-04-09
Avignon;5;Tente;Promener les chiens;;Piscine, Balade � cheval;Pas de transfert;Demi-pension;2022-06-18;2022-06-19
Chartres;6;Tente;Bricolage;Non fumeur, Pas d animaux;Parking, Balade � cheval, Wifi;Pas de transfert;Demi-pension;2022-12-27;2022-12-28
Strasbourg;6;Chambre;Donner des cours d anglais;;Blanchissage, Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-07-18;2022-07-22
Draguignan;6;Tente;Babysitting, Bricolage;;Parking, Blanchissage;Transfert possible;Petit d�jeuner;2022-12-27;2022-12-28
Strasbourg;4;Tente;Donner des cours d anglais, Babysitting;Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-02-25;2022-02-26
Seville;3;Chambre;Donner des cours d anglais, Bricolage;Non fumeur;Piscine, Parking, Wifi;Pas de transfert;Petit d�jeuner;2022-09-28;2022-09-29
Marseille;3;Tente;Bricolage;Non fumeur, Pas d animaux;Wifi;Pas de transfert;Pension compl�te;2022-11-21;2022-11-23
Paris;2;Tente;Bricolage, Babysitting;Pas d animaux, Non fumeur;Balade � cheval;Pas de transfert;Pension compl�te;2022-11-22;2022-11-23
Marseille;5;Cabane dans un arbre;Promener les chiens, Babysitting;;Parking;Pas de transfert;Pension compl�te;2022-06-29;2022-06-30
Paris;5;Tente;Promener les chiens, Babysitting;Non fumeur;Blanchissage;Pas de transfert;Petit d�jeuner;2022-10-26;2022-10-27
Paris;3;Cabane dans un arbre;Promener les chiens, Jardinage;Pas d animaux, Non fumeur;Blanchissage, Wifi;Pas de transfert;Petit d�jeuner;2022-02-25;2022-02-26
Marseille;2;Chambre;Promener les chiens, Jardinage;Non fumeur;Piscine, Blanchissage;Pas de transfert;Petit d�jeuner;2022-10-14;2022-10-27
Toulouse;3;Cabane dans un arbre;Babysitting, Bricolage;;Blanchissage;Pas de transfert;Petit d�jeuner;2022-10-26;2022-10-27
Avignon;5;Cabane dans un arbre;Babysitting;Non fumeur, Pas d animaux;Wifi;Transfert possible;Petit d�jeuner;2022-01-25;2022-01-31
Paris;2;Tente;Jardinage, Promener les chiens;Non fumeur;Balade � cheval, Blanchissage, Piscine;Transfert possible;Pension compl�te;2022-02-06;2022-02-24
Toulouse;6;Chambre;Jardinage;Non fumeur;Piscine;Pas de transfert;Demi-pension;2022-09-15;2022-09-16
Paris;5;Cabane dans un arbre;Promener les chiens, Jardinage;Non fumeur;Wifi, Piscine, Blanchissage;Transfert possible;Pension compl�te;2022-02-25;2022-02-26
Chartres;3;Chambre;Donner des cours d anglais, Jardinage;;Parking, Piscine;Transfert possible;Petit d�jeuner;2022-06-16;2022-06-17
Toulouse;4;Cabane dans un arbre;Bricolage;Pas d animaux;Wifi, Parking, Piscine;Pas de transfert;Demi-pension;2022-09-06;2022-09-07
Seville;6;Chambre;Jardinage, Babysitting;;Balade � cheval, Wifi;Pas de transfert;Petit d�jeuner;2022-08-18;2022-08-26
Seville;5;Cabane dans un arbre;Babysitting, Bricolage;Pas d animaux, Non fumeur;Parking, Blanchissage;Transfert possible;Demi-pension;2022-09-13;2022-09-14
Moscou;3;Tente;Jardinage, Bricolage;Pas d animaux;Wifi, Piscine;Transfert possible;Demi-pension;2022-12-29;2022-12-30
Chartres;6;Chambre;Jardinage;;Parking, Wifi, Piscine;Pas de transfert;Petit d�jeuner;2022-02-10;2022-02-11
Avignon;4;Tente;Donner des cours d anglais, Babysitting;Pas d animaux;Piscine, Parking;Pas de transfert;Pension compl�te;2022-07-12;2022-07-13
Strasbourg;6;Cabane dans un arbre;Jardinage;Pas d animaux, Non fumeur;Wifi;Pas de transfert;Pension compl�te;2022-01-18;2022-01-19
